custid,debtinc,creddebt,othdebt,preloan
4181,29.02,1.68,7.41,1
4182,12.87,1.81,2.97,2
4183,14.49,1.75,5.06,1
4184,6.48,2.73,1.87,2
4185,15.15,3.45,4.77,1
4186,17.24,2.42,5.49,1
4187,9.72,2,1.33,2
4188,12.91,4.71,1.55,2
4189,15.22,2.64,7.32,2
4190,11.9,0.4,2.19,1
4191,11.77,2.03,3.04,2
4192,9.84,11.98,10.47,2
4193,33.43,3.04,6.66,2
4194,6.59,0.26,0.95,2
4195,13.16,3.14,6.01,2
4196,6.44,1.29,1.98,1
4197,13.41,0.92,2.5,1
4198,8.77,0.86,3.06,2
4199,12.01,4.86,5.17,2
4200,19.56,5.87,3.82,2
4201,13.61,12.47,6.43,2
4202,21.88,1.63,5.21,1
4203,6.06,1.79,2.44,1
4204,7.77,3.55,2.14,2
4205,17.52,3.83,4.32,2
4206,10.93,2.9,3.52,1
4207,32.22,4.88,16.7,2
4208,4.4,1.45,2.66,2
4209,29.24,4.34,3.47,2
4210,20.32,4.18,3.54,2
4211,3.15,1.9,2.07,1
4212,6.01,0.56,2.26,1
4213,14.03,4.52,2.87,2
4214,17.61,1.89,4.05,1
4215,11.69,6.03,6.43,2
4216,12.62,1.57,4.56,2
4217,21.22,3.44,3.86,1
4218,12.09,1.32,5.55,2
4219,9.73,0.57,4.73,1
4220,3.08,0.58,2.24,1
4221,4.15,3.4,1.13,1
4222,6.26,0.98,3.12,1
4223,13.05,0.93,3.44,1
4224,13.88,1.15,2.28,2
4225,22.72,2.98,4.56,2
4226,22.39,3.24,3.84,1
4227,8.38,2.86,5,1
4228,17.3,0.97,11.18,2
4229,21.19,5.98,9.01,2
4230,18,0.98,5.33,2
4231,6.09,2.06,0.58,1
4232,12.58,2.34,2.48,1
4233,8.52,3.34,1.22,1
4234,18.93,3.73,3.67,1
4235,7.77,0.55,1.66,1
4236,26.7,8.28,6.92,2
4237,16.97,2.33,2.55,2
4238,19.08,4.29,5.63,2
4239,21.37,2.59,3.2,2
4240,8.79,3.11,2.17,2
4241,8.94,1.35,2.07,2
4242,11.16,2.8,3.04,1
4243,8.8,2.02,2.05,2
4244,16.31,2.26,4.54,2
4245,10.74,2.27,2.05,2
4246,11.41,1.02,1.43,1
4247,5,1.37,2.45,2
4248,14.51,2.43,4.17,2
4249,12.06,3.13,2.11,1
4250,10.7,3.06,3.64,2
4251,16.3,2.23,3.73,2
4252,17.45,3.45,3.18,2
4253,14.82,3.93,4,1
4254,5.66,0.63,1.25,1
4255,13.22,1.32,3.89,2
4256,16.63,2.31,2.91,2
4257,7.02,1.38,3.03,2
4258,2.6,3.92,1.42,2
4259,6.31,2.79,2.75,1
4260,13.19,4.99,8.78,1
4261,4.09,0.49,0.76,2
4262,11.31,4.14,2.04,1
4263,17.18,1.75,2.29,2
4264,11.78,4.42,2.17,2
4265,8.59,1.35,2.8,2
4266,27.44,8.5,10.14,1
4267,8.09,1,1.93,2
4268,10.51,4.35,1.9,1
4269,8.6,2.48,1.1,2
4270,23.55,2.64,4.92,2
4271,26.81,4.21,4.95,2
4272,27.82,3.24,5.69,2
4273,14.35,7.44,8.9,2
4274,15.52,4.23,3.12,2
4275,5.69,2.52,2.24,2
4276,28.38,6.58,9.85,2
4277,0.94,0.75,0.48,2
4278,9.97,1.67,2.25,1
4279,4.02,0.67,0.92,1
4280,7.68,1.95,1.11,1
4281,13.92,2.63,2,2
4282,21.01,4.45,5.01,1
4283,23.69,5.02,5.23,1
4284,15.83,2.77,3.35,1
4285,8.06,2.36,1,2
4286,18.92,3.98,7.64,1
4287,15.88,5.42,1.37,1
4288,25.57,2.29,7.58,1
4289,3.2,2.55,1.21,1
4290,31.56,3.56,3.63,2
4291,8.61,1.14,2.42,2
4292,13.51,0.67,3.09,1
4293,11.75,3.73,4.65,1
4294,6.09,0.88,2.03,2
4295,29.97,4.71,2.51,1
4296,8.88,3.26,2.83,1
4297,4.4,1.93,1.84,1
4298,10.16,2.09,3.47,1
4299,9.57,1.68,2.06,2
4300,9.97,2.35,2.49,2
4301,7.42,3.38,2.5,1
4302,11.16,2.11,2.84,2
4303,10.61,2.62,2.12,1
4304,6.24,2.88,2.98,2
4305,23.67,11.06,9.78,1
4306,8.05,1.82,0.78,2
4307,13.31,4.27,3.84,2
4308,17.98,3.32,2.25,1
4309,12.82,2.13,4.22,1
4310,15.06,2.33,3.9,2
4311,9.24,2.7,2.95,2
4312,11.3,1.3,5.31,2
4313,11.87,1.61,2.8,1
4314,24.03,5.04,8.61,2
4315,10.4,3.53,3.98,2
4316,9.7,1.64,2.24,2
4317,6.55,2.9,2.45,1
4318,4.55,3.45,3.34,1
4319,17.05,3.98,2.56,1
4320,11.3,2.55,1.4,1
4321,13.18,2.11,4.11,1
4322,10.09,2.15,1.6,2
4323,37.17,2.73,7.74,1
4324,16.49,4.07,3.31,2
4325,5.74,1.88,2.09,1
4326,6.89,1.58,2.2,2
4327,16.32,3.78,8.48,1
4328,1.92,0.44,1.57,2
4329,13.37,0.87,2.6,2
4330,9.18,4.05,3.04,2
4331,5.53,2.72,1.73,1
4332,13.89,3.69,1.4,2
4333,20.38,0.75,7.18,2
4334,17.8,4.55,7.07,1
4335,8.78,2.39,2.56,1
4336,5.7,2.96,2.25,2
4337,13.95,1.25,4.12,2
4338,6.49,1.7,1.88,2
4339,11.65,1.88,1.33,2
4340,9.98,1.66,2.88,2
4341,19.43,1.96,2.69,1
4342,21.88,3.94,6.73,1
4343,5.79,3.67,6.44,2
4344,12.72,2.81,3.97,1
4345,9.91,3.35,3.69,1
4346,4.86,2.38,1.86,1
4347,15.44,2.15,4.1,1
4348,12.72,3.31,1.96,2
4349,13.23,2.79,3.75,2
4350,10.26,4.1,3.24,1
4351,19.92,2.48,9.41,1
4352,8.15,4.3,4.29,2
4353,18.61,3.22,3.91,1
4354,10.8,2.82,1.82,1
4355,14.04,2.83,4.57,1
4356,23.61,4.84,4.79,1
4357,13.3,3.62,3.12,2
4358,19.15,3.17,2.82,2
4359,17.16,3.54,2.96,1
4360,5.51,1.92,1.24,2
4361,10.24,1.49,1.22,2
4362,13.62,2,4.48,2
4363,7.98,3.25,2.9,1
4364,5.82,2.54,1.72,1
4365,15.01,3.54,3.42,2
4366,23.77,8.41,13.97,1
4367,18.35,3.06,3.08,1
4368,6.53,2.48,2.88,2
4369,2.4,0.42,1.08,2
4370,5.99,3.26,3.19,2
4371,13.43,1.99,2.29,2
4372,12.29,3.16,4.52,2
4373,5.68,2.65,2.48,2
4374,13.18,6.07,3.8,1
4375,9.55,3.36,1.18,2
4376,12.71,3.02,2.19,2
4377,18.32,3.01,4.47,1
4378,9.78,1.37,2.27,2
4379,12.08,3.52,2.51,1
4380,26.09,4.96,6.41,2
4381,8.02,3.22,2.1,1
4382,6.96,0.92,3.04,2
4383,6.2,2.63,2.76,2
4384,10.65,1.63,2.75,2
4385,26.47,1.75,6.87,2
4386,8.38,3.87,1.27,1
4387,16.62,3.13,3.78,2
4388,18.85,6.23,6.6,1
4389,10.87,1.65,2.54,2
4390,18.67,4.49,8.43,1
4391,14.64,2.16,3.73,2
4392,13.29,1.9,1.32,2
4393,11.2,1.05,3.34,2
4394,4.59,1.24,1.33,1
4395,11.72,1.92,3.62,1
4396,7.95,3.23,1.52,2
4397,10.13,1.84,1.96,1
4398,6.45,2.97,1.19,1
4399,8.47,2.98,4.63,1
4400,25.19,3.8,4.34,1
4401,5.31,0.36,1.93,2
4402,6.11,1.73,6.43,2
4403,14.66,1.65,4.22,2
4404,14.45,2.62,4.22,1
4405,6.74,1.87,3.26,1
4406,6.09,4.16,4.69,2
4407,10.03,1.58,1.22,1
4408,2.02,1.83,0.62,1
4409,12.06,3.73,4.77,2
4410,6.49,1.76,2.2,2
4411,12.17,3.65,14.08,1
4412,9.47,4.95,2.62,1
4413,8.87,0.76,2.49,2
4414,7.16,1.12,3.22,1
4415,10.75,3.97,5.67,1
4416,10.27,4.06,2.46,1
4417,14.49,2.67,3.21,1
4418,13.36,3.39,16.41,2
4419,5.04,1.77,1.29,2
4420,12.32,1.85,5.6,2
4421,2.79,0.19,1.85,2
4422,14.16,2.52,2.19,1
4423,12.07,4.94,10.88,2
4424,21.3,5.95,12.7,2
4425,21.71,5.97,8.88,2
4426,9.89,1.01,1.72,1
4427,22.69,6.14,5.9,1
4428,6.7,3.31,2.33,1
4429,9.5,2.19,2.46,1
4430,16.87,3.29,2.64,2
4431,19.02,3.58,8.58,2
4432,8.87,2.4,2.66,1
4433,3.67,1.1,0.22,1
4434,3.88,2.73,2.04,2
4435,1.01,2.78,0.28,1
4436,11.45,2.55,2.45,1
4437,13.94,2.53,4.13,1
4438,12.59,2.45,2.04,2
4439,5.98,0.65,3.35,1
4440,23.42,4.22,6.78,2
4441,22.33,3.11,3.91,2
4442,13.5,4.01,1.74,2
4443,8.96,2.07,1.82,2
4444,16.82,10.61,8,2
4445,17.58,3.73,3.38,2
4446,28.58,2.28,6.82,2
4447,5.93,1.56,1.24,2
4448,18.24,3.96,3.81,1
4449,23.01,3.13,7.05,2
4450,15.51,6.08,8.88,1
4451,14.66,4.05,13.69,1
4452,25.12,2.98,9.71,2
4453,2.98,1.8,1.43,2
4454,9.45,0.53,2.23,1
4455,11.99,1.3,2.5,2
4456,9.39,4.89,6.2,1
4457,7.82,0.72,2.62,2
4458,14.65,3.34,5.97,1
4459,9.3,4.82,2.41,2
4460,10.41,2.85,3.67,1
4461,24.59,4.85,5.52,1
4462,7.46,3.14,2.18,2
4463,15.03,0.62,2.63,1
4464,23.06,3.47,3.97,1
4465,5.33,2.85,2.43,1
4466,8.87,2.4,2.01,1
4467,11.93,1.92,2.63,1
4468,17.86,4.37,6.07,2
4469,16.35,2.11,2.32,1
4470,8.47,2.37,2.27,1
4471,12.28,6.77,6.93,2
4472,3.86,0.63,0.33,2
4473,13.36,3.48,2.62,1
4474,25.95,1.09,9.18,1
4475,8.45,1.99,3.66,2
4476,11.32,3.21,2.1,1
4477,17.06,4.08,2.55,1
4478,6.42,2.17,1.34,2
4479,4.74,1.67,1.41,1
4480,10.67,4.34,3.14,1
4481,7.14,2.39,2.84,2
4482,26.15,5.07,6.36,2
4483,14.83,2.84,5.22,2
4484,10.59,1.89,3.34,1
4485,17.83,1.63,3.83,2
4486,7.95,1.61,3.02,2
4487,8.8,3.03,2,2
4488,26.26,1.23,4.05,1
4489,7.37,0.67,2.47,1
4490,8,3.08,2.35,2
4491,5.03,0.92,2.56,1
4492,7.62,2.07,1.86,2
4493,5.1,2.61,4.74,2
4494,5.62,0.99,1.9,2
4495,12.76,4.4,3.3,2
4496,9.28,3.44,3.12,1
4497,10.12,1.68,3.06,1
4498,19,3.71,2.35,1
4499,5.95,3.06,1.66,2
4500,2.66,1.71,0.85,2
4501,28.48,22.21,13.12,1
4502,13.84,1.73,5.38,2
4503,8.5,4.17,4.64,2
4504,9.21,0.82,2.02,1
4505,9.59,4.01,3.98,2
4506,1.55,2.31,1.24,2
4507,16.95,0.67,7.63,1
4508,23.84,1.77,11.46,1
4509,9.17,4.17,1.65,2
4510,13.61,4.05,2.4,1
4511,28.49,11.98,6.87,1
4512,15.22,7.15,3.15,2
4513,16.19,1.25,1.78,2
4514,15.71,2.43,2.59,1
4515,12.62,1.28,2.28,2
4516,19.65,0.75,3.54,2
4517,22.29,6.15,7.28,1
4518,8.14,2.99,1.76,2
4519,10.63,0.75,3.19,1
4520,5.7,0.75,1.57,2
4521,8.59,1.37,2.27,2
4522,12.92,2.48,5.52,2
4523,6.12,2.73,1.78,1
4524,8.14,1.11,2.91,1
4525,17.23,2.17,5.08,1
4526,26.74,16.75,18.03,1
4527,21.62,4.37,13.34,2
4528,6.64,1.79,1.14,1
4529,11.25,1.74,4.21,1
4530,16.86,2.2,2.41,1
4531,3.09,1.2,0.34,2
4532,2.87,1.96,1.92,2
4533,5.36,1.36,1.22,2
4534,15.3,1.4,5.24,1
4535,16.26,5.78,8.79,2
4536,4.93,0.52,3.54,1
4537,17.58,4.51,4.23,2
4538,9.6,1.72,4.31,2
4539,24.13,7.94,5.55,2
4540,18.8,2.99,4.52,1
4541,16.69,4.75,1.98,2
4542,10.34,1.68,0.94,1
4543,7.69,0.72,1.48,2
4544,16.79,10.51,28.53,2
4545,14.37,7.43,5.71,2
4546,17.61,1.96,3.41,2
4547,4.5,0.51,1.13,2
4548,15.99,2.51,3.42,1
4549,6.95,1.18,0.25,2
4550,6.54,3.04,2.58,2
4551,4.58,2.02,0.61,2
4552,22.08,2.61,3.11,2
4553,4.44,1.28,0.68,2
4554,12.12,1.61,4.39,2
4555,18.28,8,6.15,2
4556,15.76,1.44,7.87,1
4557,25.86,2.47,4.48,1
4558,20.59,0.8,3.54,1
4559,23.43,3.11,10.23,1
4560,10,3.73,1.23,2
4561,6.68,0.45,0.71,1
4562,1.38,2.06,1.3,1
4563,18.45,2.41,3.96,2
4564,10.29,2.81,2.29,1
4565,15.08,3.25,2.58,1
4566,3.54,2.48,2.23,1
4567,11.2,2.6,0.91,2
4568,5.01,1.17,0.9,2
4569,11.98,6.29,3.02,1
4570,5.76,0.99,3.37,1
4571,11.35,1.99,4.5,2
4572,11.92,2.11,2.44,2
4573,7.99,2.78,0.82,1
4574,45.33,16.77,16.34,1
4575,6.2,1.34,1.46,2
4576,5.26,1.4,1.97,1
4577,9.41,1.67,2.61,1
4578,6.27,3.35,1.21,1
4579,9.79,3.22,2.81,1
4580,6.66,1.43,0.7,1
4581,7.96,2.5,1.71,2
4582,33.8,7.3,10.38,1
4583,17.74,5.6,4.98,2
4584,4.52,0.64,1.69,2
4585,11.53,3.31,6.4,2
4586,23.34,1.78,4.59,2
4587,8.51,0.46,0.95,1
4588,6.76,0.68,3.56,1
4589,6.48,0.77,0.97,2
4590,10.25,2.23,3.08,1
4591,5.57,3.61,3.05,1
4592,7.97,1.82,1.06,2
4593,6.73,3.24,1.52,1
4594,22.01,9.92,6.81,2
4595,22.91,3.14,9.25,2
4596,17.66,0.63,4.71,1
4597,21.21,2.73,4.25,2
4598,14.49,3.64,1.59,2
4599,12.73,2.38,2.64,2
4600,12.95,1.85,2.12,2
4601,8.76,1.31,1.79,1
4602,5.48,2.35,1.83,1
4603,11.15,2.53,3.21,1
4604,32.83,6.62,16.74,1
4605,19.94,2.18,3.48,2
4606,13.1,3.59,7.24,1
4607,8.52,2.92,1.18,2
4608,9.19,2.17,4.12,2
4609,7.74,1.24,2.96,1
4610,6.35,1.8,1.99,1
4611,5.14,4.18,2.17,1
4612,15.77,4.14,11.12,2
4613,6.29,2.05,1.34,1
4614,15.74,1.62,1.54,2
4615,21.4,4.47,5.67,1
4616,9.9,1.32,4.03,2
4617,7.61,0.57,2.1,1
4618,7.35,1.93,1.63,1
4619,26.59,6.71,9.37,1
4620,32.4,3.55,13.14,1
4621,15.41,3.06,2.96,1
4622,6.12,0.95,4.45,1
4623,7.15,1.57,1.45,1
4624,2.89,0.66,1.69,1
4625,21.04,3.08,5.35,2
4626,6.51,1.95,1.14,2
4627,4.13,1.65,1.74,1
4628,2.49,0.84,1.75,1
4629,9.36,0.22,1.16,1
4630,23,8.54,9.87,1
4631,29.21,8.07,9.77,1
4632,6.05,2.73,0.95,2
4633,10.21,3.64,3.69,2
4634,16.71,1.96,1.92,1
4635,19.57,7.04,6.14,2
4636,5.8,3.34,3.1,1
4637,1.89,2.14,0.4,1
4638,8.99,3.65,7.95,2
4639,7.13,2.14,1.39,1
4640,4.47,2.19,1.62,2
4641,16.26,5.5,11.06,1
4642,10.78,2.11,3.77,2
4643,21.59,3.94,11.82,2
4644,31.07,3.99,4.04,2
4645,8.17,16.53,13.87,1
4646,18.17,5.05,5.46,1
4647,5.13,1.73,1.36,2
4648,13.61,4.22,1.85,2
4649,15.27,3.36,3.97,1
4650,19.31,4.2,3,2
4651,3.58,3.65,6.55,1
4652,12.53,2.31,1.89,2
4653,16.93,4.88,2.52,2
4654,10.6,1.22,2.75,2
4655,18.19,4.25,3.54,1
4656,16.38,1.21,2.36,1
4657,10.77,3.42,10.7,2
4658,19.55,1.86,3.42,1
4659,17.13,3.08,2.92,2
4660,5.15,1.81,2.17,1
4661,6.06,0.95,1.79,2
4662,16.48,2.49,3.11,2
4663,6.11,2.96,1.78,2
4664,6.02,2.93,2.9,2
4665,25.63,4.96,5.78,2
4666,28.5,3.21,3.1,2
4667,20.38,16.69,23.74,1
4668,6.68,1.36,1.4,1
4669,23.36,2.97,11.82,1
4670,6.68,1.84,1.14,1
4671,20.61,1.87,3.8,1
4672,7.25,3.04,2.91,1
4673,9.99,2.49,3.01,1
4674,6.64,1.53,1.35,1
4675,5.51,2.63,1.52,1
4676,12.53,2.37,6.63,1
4677,16.64,1.36,3.23,1
4678,13.55,1.18,3.17,2
4679,14.66,1.24,18.31,1
4680,19.41,7.17,5.75,1
4681,5.83,3.12,2.46,1
4682,12.43,1.61,3.22,1
4683,8.3,1.28,2.51,1
4684,7.6,2.88,1.72,2
4685,14.5,4.76,8.14,2
4686,7.24,0.69,2.67,2
4687,9.4,1.55,2.11,2
4688,24.54,8.27,6.86,2
4689,15.85,2.85,2.46,1
4690,1.88,0.59,0.59,2
4691,4.54,3.04,1.68,1
4692,29.89,4.95,22.11,1
4693,34.67,5.26,8.65,2
4694,16.65,6.7,5.43,2
4695,22.57,3.27,2.88,1
4696,9.46,3.36,2.81,2
4697,7.31,5.18,5.09,2
4698,13.57,1.56,11.5,2
4699,23.14,2.26,4.24,2
4700,21.22,6.52,3.62,1
4701,11.19,2.11,0.97,2
4702,19.48,3.67,7.01,2
4703,10.95,5.06,13.34,1
4704,17.98,1.02,4.46,2
4705,18.89,1.08,3.24,2
4706,20.9,3.29,5.91,1
4707,6.97,2.61,5.17,2
4708,6.85,1.09,2.4,2
4709,19.67,3.19,1.98,1
4710,12.49,2.28,5.74,2
4711,23.28,4.73,4.39,2
4712,12.81,4.27,5.08,2
4713,5.85,0.6,2.46,1
4714,10.65,3.37,1.21,2
4715,10.67,3.54,3.61,2
4716,18.17,1.01,8.96,1
4717,17.91,5.52,7.24,2
4718,7.59,0.07,1.34,1
4719,7.78,1.85,2.27,2
4720,3.3,1.71,2.46,1
4721,17.89,4.09,4.47,2
4722,8.89,2.36,2.86,1
4723,5.19,1.79,1.58,2
4724,8.18,2.33,2.42,2
4725,9.9,2.61,2.29,2
4726,4.85,2.43,1.81,1
4727,6.57,2.19,5.61,1
4728,14.69,2.37,2.59,1
4729,8.32,5.63,16.54,2
4730,27.22,4.32,3.79,2
4731,14.47,3.71,1.98,1
4732,16.36,3.87,1.85,1
4733,20.71,0.71,4.6,1
4734,13.19,0.77,3.62,1
4735,13.15,1.76,2.03,1
4736,15,3.91,5.5,2
4737,5.68,1.42,2.05,2
4738,15.35,4.01,5.66,2
4739,11.12,2.74,4.96,2
4740,17.05,1.43,2.44,1
4741,9.58,1.87,3.34,2
4742,8.66,0.85,3.33,1
4743,23.47,4.54,12.24,2
4744,28.68,1.68,4.79,1
4745,7.62,2.57,2.88,1
4746,10.13,2.14,4.02,1
4747,17.36,4.19,6.16,2
4748,19.81,3.95,18.51,1
4749,21.96,2.99,4.8,2
4750,27.13,7.59,18.24,1
4751,5.17,2.26,1.89,1
4752,10.01,3.15,3.88,1
4753,18.68,5.7,6.32,2
4754,14.02,1.93,4.36,1
4755,7.65,1.02,2.29,1
4756,6.96,1.21,2.56,2
4757,2.89,2.33,1.97,1
4758,8.7,9.08,11.45,2
4759,4.97,1.01,0.88,2
4760,15.35,5.63,5.01,2
4761,5.22,2.59,1.37,1
4762,10.46,2.96,2.07,1
4763,7.87,1.24,4.84,2
4764,5.73,0.42,1.22,1
4765,18.06,9.91,5.63,2
4766,17,7.9,6.7,2
4767,8.93,2.47,3.5,1
4768,7.43,2.22,2.6,2
4769,23.38,4.14,5.93,2
4770,12.35,3.35,7.85,2
4771,14.11,2.49,2.17,2
4772,4.39,1.15,1.54,2
4773,18.5,1.27,11.91,1
4774,12.65,2.94,2.43,2
4775,29.05,7.51,1.41,2
4776,11.94,1.42,1.34,2
4777,8.88,1.97,0.93,1
4778,8.54,1.25,6.2,1
4779,9.67,2.41,3.69,1
4780,13.75,1.36,3.27,1
4781,6.67,2.34,0.87,2
4782,8.44,0.27,2.24,1
4783,13.01,2.73,3.22,1
4784,40.7,10.13,11.22,2
4785,37.07,3.94,3.64,1
4786,7.44,1.88,1.69,2
4787,11.58,2.02,2.33,1
4788,16.94,3.46,7.35,1
4789,9.75,4.08,3.23,1
4790,8.36,0.97,2.34,1
4791,17.52,6.58,1.79,1
4792,10.76,1.02,2.47,2
4793,17.35,0.65,4.95,2
4794,15.71,2.14,2.97,2
4795,16.68,3.69,2.21,2
4796,6.62,0.22,3.44,2
4797,9.16,0.9,3.75,1
4798,15.55,5.26,3.25,2
4799,12.52,1.9,3.17,2
4800,29.69,6.45,5.77,2
4801,8.91,4.64,2.1,1
4802,17.71,9.09,6.57,2
4803,6.95,3.62,2.17,2
4804,7.6,1.16,3.36,2
4805,25.91,3.57,5.82,2
4806,12.19,4.3,8.43,2
4807,26.29,4.2,3.83,2
4808,8.28,2.31,1.79,1
4809,6.52,2.78,2.31,2
4810,5.59,2.65,1.54,1
4811,19.9,3.9,5.05,1
4812,17.73,4.56,3.93,2
4813,21.26,3.64,8.71,2
4814,3.92,2.24,4.42,1
4815,11.02,2.01,3.73,2
4816,7.88,2.29,3.62,2
4817,5.81,0.79,2.06,2
4818,5.58,1.19,0.58,2
4819,15.08,2.56,1.49,2
4820,19.14,6.98,6.21,2
4821,9.64,1.63,1.39,1
4822,8.34,0.79,1.99,1
4823,7.73,5.36,6.79,1
4824,10.51,3.31,3.77,2
4825,9.19,2.5,2.65,1
4826,4.29,3.79,4.46,2
4827,12.12,4.83,3.89,1
4828,8.64,1.36,1.51,1
4829,23.3,3.96,3.72,1
4830,22.68,3.45,3.23,2
4831,9.89,2.1,3.02,1
4832,17.9,8.19,9.59,1
4833,26.1,16.44,18.36,2
4834,8.99,2.44,1.51,1
4835,5.21,1.29,3.84,2
4836,13.15,7.71,6.92,1
4837,14.65,2.43,2.81,1
4838,33.59,5.48,9.96,1
4839,8.81,1.04,2.53,2
4840,11.59,2.56,3.72,1
4841,8.62,2.95,2.4,2
4842,8.18,1.8,2.38,1
4843,15.11,4.4,2.08,1
4844,7.67,2.67,1.53,2
4845,15.58,5.11,5.95,2
4846,7.56,1.78,0.83,1
4847,11.41,0.96,3.12,2
4848,5.78,2.79,3.05,1
4849,5.19,2.94,2.22,1
4850,23.45,3.8,4.36,1
4851,8.21,2.89,2.06,1
4852,15.46,3.61,1.7,2
4853,8.77,0.67,4.38,1
4854,13.4,1.69,2.61,1
4855,33.8,3.97,10.41,2
4856,4.85,1.07,2.71,2
4857,9.14,1.1,2.79,2
4858,13.67,2.26,4.88,2
4859,16.56,2.93,4.31,2
4860,19.35,5.09,6.2,2
4861,11.7,2.84,2.59,1
4862,4.23,0.83,0.69,1
4863,3.39,3.33,2.86,1
4864,8.15,1.82,2.99,2
4865,13.34,5.8,3.63,2
4866,10.24,3.01,4.33,1
4867,14.18,3.84,13.06,1
4868,1.1,2.8,0.86,2
4869,7.55,0.95,3.1,2
4870,14.56,3.72,6.43,2
4871,9.69,1.63,1.35,2
4872,16.16,3.01,2.54,2
4873,5.39,2.87,1.83,1
4874,14.75,2.22,3.49,1
4875,6.6,3.27,0.61,1
4876,11.01,3.85,6.09,1
4877,15.5,2.74,4.33,1
4878,3.91,2.8,2.19,1
4879,9.67,0.67,4.49,1
4880,7.35,0.13,3.01,2
4881,25.9,3.58,7.27,1
4882,13.13,0.71,1.51,1
4883,11.59,1.03,4.84,2
4884,8.88,1.69,2.46,1
4885,10.69,3.04,5.81,1
4886,20.62,2.63,6.28,1
4887,12.01,2.42,1.71,1
4888,10.77,5.16,2.23,1
4889,12.13,4.32,6.19,1
4890,13.09,0.89,2.13,2
4891,7.43,0.48,1.44,2
4892,8.09,11.7,10.56,2
4893,33.66,3.76,6.11,2
4894,7,2.19,2.38,2
4895,15.92,3.57,7.36,2
4896,8.17,2.23,2.64,2
4897,15.43,1.65,2.58,1
4898,10.13,3.35,3.4,2
4899,12.98,4.93,5.29,1
4900,16.45,4.86,3.51,1
4901,12.71,12.52,5.58,2
4902,18.72,1.8,4.72,2
4903,7.78,1.82,3.73,1
4904,5.74,5.32,0.93,2
4905,21.71,3.19,4.1,2
4906,14.66,1.52,2.62,2
4907,30.9,6.81,18.55,1
4908,8.07,1.75,2.44,1
4909,28.54,3.53,5.02,2
4910,22.56,4.31,3,1
4911,2.93,2.72,1,1
4912,6.38,0.26,1.89,2
4913,13.79,6.72,3.62,1
4914,16.53,3.03,4.17,2
4915,13.57,6.55,7.21,2
4916,12.01,2.68,5.35,2
4917,16.98,4.42,4.52,2
4918,10.93,3.35,5.97,2
4919,7.22,2.09,4.32,2
4920,3.07,0.21,1.37,2
4921,4.65,4.14,1.88,1
4922,10.04,0.78,2.01,2
4923,11.28,1.03,2.96,2
4924,12.82,1.23,3.79,2
4925,21.28,2.99,3.72,2
4926,20.61,2.98,5.46,1
4927,7.53,3.28,4.23,1
4928,18.2,1.13,11.2,2
4929,20.48,5.72,9.26,1
4930,14.89,0.35,6.46,2
4931,2.89,0.32,1.93,1
4932,14.77,4.1,2.3,1
4933,10.31,1.81,1.63,1
4934,16.45,2.65,3.98,1
4935,7.71,1.27,1.52,1
4936,27.41,7.33,5.9,1
4937,18.61,4.32,3.19,1
4938,16.16,5.57,6.3,1
4939,18.56,3.42,2.96,1
4940,7.32,2.62,2.85,1
4941,8.99,1.65,2.15,2
4942,8.15,4.11,4.49,2
4943,7.57,2.54,2.43,2
4944,14.53,4.9,5.54,1
4945,10.88,0.37,1.36,1
4946,9.32,2.3,1.43,1
4947,6.78,2,2.79,2
4948,14.45,0.22,3.46,1
4949,16,2.79,2,2
4950,8.22,2.15,3.46,2
4951,15.49,3.55,2.83,2
4952,16.19,2.23,2.95,2
4953,15.4,4.31,4.56,1
4954,6.04,1.7,2.27,1
4955,14.1,1.86,2.37,1
4956,16.38,3.32,1.89,1
4957,8.54,1.55,2.34,1
4958,4.21,3.13,2.14,1
4959,6.26,3.34,2.09,1
4960,17.15,4.14,8.02,1
4961,3.16,0.65,0.78,2
4962,12.11,3.95,2.05,1
4963,15.89,3,1.99,1
4964,11.56,2.82,2.34,1
4965,12.52,1.89,2.04,2
4966,24.42,10.63,10.29,2
4967,10.51,1.03,2.09,1
4968,13.76,5.14,2.42,1
4969,9.94,1.71,2.85,2
4970,18.89,2.03,4.11,2
4971,24.04,3.81,4.63,2
4972,28.45,4.23,5.21,2
4973,12.9,6.59,8.28,2
4974,14.54,2.66,1.91,1
4975,2.61,0.5,1.99,2
4976,27.33,3.87,8.56,1
4977,2.9,2.28,0.8,1
4978,9.79,0.56,1.29,2
4979,5.5,3.08,2.17,2
4980,3.59,2.19,2.51,1
4981,12.21,3.58,2.23,2
4982,18.13,3.93,5.35,1
4983,23.82,2.74,3.91,1
4984,15.72,4.48,3.02,2
4985,10.03,0.74,1.4,2
4986,23.07,4.66,6.84,1
4987,12.6,3.9,2.7,2
4988,27.52,3.61,7.23,1
4989,5.27,1.8,1.07,2
4990,28.6,4.55,3.46,1
4991,7.27,0.54,3.29,2
4992,15.48,2.62,2.11,1
4993,12.65,2.5,6.09,1
4994,6.12,1.3,1.06,1
4995,27.5,2.95,2.18,2
4996,8,1.11,3.51,2
4997,4.56,2.7,2.13,1
4998,9.98,2.76,3.41,2
4999,10.93,3.07,0.73,2
5000,11.55,1.63,2.89,1
5001,4.63,2.5,2.05,2
5002,12.8,0.42,2.71,2
5003,7.01,3.26,2.36,2
5004,3.64,3.68,3.8,2
5005,25.69,12.38,9.36,2
